cruise_line,cruise_ship,date,score
Royal Caribbean International,Enchantment Of The Seas,5/4/2006,95
Blount Small Ship Adventures,Grande Caribe,5/14/2006,88
Hapag Lloyd Kreuzfahrten Gmbh,Hanseatic,5/10/2006,95
Holland America Line,Maasdam,5/8/2006,93
Norwegian Cruise Lines,Norwegian Sun,5/30/2006,100
Holland America Line,Oosterdam,5/15/2006,97
"Saga Shipping Company, Ltd",SagaRuby,5/20/2006,94
Lindblad Expeditions,Sea Lion,5/19/2006,86
Holland America Line,Statendam,5/17/2006,95
Holland America Line,Westerdam,5/31/2006,95
"NYK Cruises Co., LTD",Asuka II,6/11/2006,96
"Carnival Cruise Lines, Inc.",Carnival Imagination,6/19/2006,97
"Carnival Cruise Lines, Inc.",Carnival Miracle,6/18/2006,100
"Carnival Cruise Lines, Inc.",Carnival Triumph,6/17/2006,90
Princess Cruises,Crown Princess,6/28/2006,97
Royal Caribbean International,Freedom Of The Seas,6/18/2006,95
"Mitsui O.S.K. Passenger Line, Ltd",Nippon Maru,6/6/2006,96
Norwegian Cruise Lines,Norwegian Spirit,6/27/2006,89
Cunard Line,Queen Mary 2,6/4/2006,95
Royal Caribbean International,Radiance Of The Seas,6/6/2006,95
Un-Cruise Adventures,Safari Quest,6/3/2006,87
Lindblad Expeditions,Sea Bird,6/4/2006,84
"Carnival Cruise Lines, Inc.",Carnival Fascination,7/24/2006,98
"Carnival Cruise Lines, Inc.",Carnival Glory,7/22/2006,98
"Carnival Cruise Lines, Inc.",Carnival Spirit,7/5/2006,92
Celebrity Cruises,Celebrity Infinity,7/13/2006,98
Celebrity Cruises,Celebrity Summit,7/8/2006,95
Princess Cruises,Coral Princess,7/10/2006,98
Princess Cruises,Island Princess,7/3/2006,93
Royal Caribbean International,Majesty Of The Seas,7/10/2006,90
V. Ships Leisure U.S.A.,MV Yorktown,7/15/2006,79
Royal Caribbean International,Navigator Of The Seas,7/8/2006,100
Norwegian Cruise Lines,Norwegian Star,7/18/2006,99
Royal Caribbean International,Rhapsody Of The Seas,7/16/2006,95
Holland America Line,Ryndam,7/9/2006,94
Lindblad Expeditions,Sea Bird,7/16/2006,94
Royal Caribbean International,Serenade Of The Seas,7/13/2006,98
Regent Seven Seas,Seven Seas Mariner,7/12/2006,96
Silversea Cruises Ltd,Silver Discoverer,7/4/2006,95
Silversea Cruises Ltd,Silver Shadow,7/15/2006,97
Princess Cruises,Sun Princess,7/19/2006,99
Holland America Line,Veendam,7/20/2006,95
Holland America Line,Volendam,7/21/2006,94
"Carnival Cruise Lines, Inc.",Carnival Ecstasy,8/12/2006,93
"Carnival Cruise Lines, Inc.",Carnival Paradise,8/14/2006,97
"Carnival Cruise Lines, Inc.",Carnival Pride,8/13/2006,91
"Carnival Cruise Lines, Inc.",Carnival Valor,8/20/2006,93
Disney Cruise Lines,Disney Wonder,8/3/2006,97
Blount Small Ship Adventures,Grande Mariner,8/7/2006,90
Royal Caribbean International,Grandeur Of The Seas,8/20/2006,96
Norwegian Cruise Lines,Norwegian Dawn,8/5/2006,99
Un-Cruise Adventures,Safari Quest,8/12/2006,87
Lindblad Expeditions,Sea Bird,8/13/2006,93
Lindblad Expeditions,Sea Lion,8/12/2006,92
Holland America Line,Statendam,8/15/2006,92
Holland America Line,Zaandam,8/13/2006,96
Holland America Line,Zuiderdam,8/14/2006,93
P&O Cruises,Aurora,9/26/2006,100
"Carnival Cruise Lines, Inc.",Carnival Elation,9/27/2006,96
"Carnival Cruise Lines, Inc.",Carnival Sensation,9/7/2006,97
Celebrity Cruises,Celebrity Constellation,9/27/2006,97
Princess Cruises,Crown Princess,9/26/2006,100
"Crystal Cruises , Inc.",Crystal Symphony,9/28/2006,98
Princess Cruises,Diamond Princess,9/23/2006,98
Royal Caribbean International,Freedom Of The Seas,9/10/2006,97
Blount Small Ship Adventures,Grande Caribe,9/3/2006,87
Royal Caribbean International,Jewel Of The Seas,9/23/2006,100
V. Ships Leisure U.S.A.,MV Yorktown,9/20/2006,87
Princess Cruises,Sea Princess,9/25/2006,94
Silversea Cruises Ltd,Silver Shadow,9/18/2006,95
Holland America Line,Amsterdam,10/17/2006,97
"Carnival Cruise Lines, Inc.",Carnival Conquest,10/22/2006,94
"Carnival Cruise Lines, Inc.",Carnival Fascination,10/30/2006,96
"Carnival Cruise Lines, Inc.",Carnival Imagination,10/28/2006,97
"Carnival Cruise Lines, Inc.",Carnival Inspiration,10/23/2006,96
"Carnival Cruise Lines, Inc.",Carnival Legend,10/31/2006,98
"Carnival Cruise Lines, Inc.",Carnival Legend,10/14/2006,71
"Carnival Cruise Lines, Inc.",Carnival Sunshine,10/15/2006,95
"Carnival Cruise Lines, Inc.",Carnival Triumph,10/28/2006,93
"Carnival Cruise Lines, Inc.",Carnival Victory,10/15/2006,94
Disney Cruise Lines,Disney Magic,10/22/2006,99
Royal Caribbean International,Explorer Of The Seas,10/11/2006,89
Holland America Line,Noordam,10/14/2006,98
Holland America Line,Oosterdam,10/7/2006,88
Royal Caribbean International,Adventure Of The Seas,11/5/2006,98
Princess Cruises,Caribbean Princess,11/9/2006,100
"Carnival Cruise Lines, Inc.",Carnival Fantasy,11/4/2006,97
"Carnival Cruise Lines, Inc.",Carnival Glory,11/11/2006,94
Celebrity Cruises,Celebrity Century,11/27/2006,96
Royal Caribbean International,Enchantment Of The Seas,11/2/2006,90
Royal Caribbean International,Legend Of The Seas,11/18/2006,97
Holland America Line,Maasdam,11/19/2006,96
Royal Caribbean International,Mariner Of The Seas,11/12/2006,95
Royal Caribbean International,Monarch Of The Seas,11/3/2006,97
MSC Cruises (Mediterranean Shipping Company),MSC Lirica,11/18/2006,94
Royal Caribbean International,Navigator Of The Seas,11/6/2006,99
Norwegian Cruise Lines,Norwegian Jewel,11/7/2006,98
Norwegian Cruise Lines,Norwegian Star,11/6/2006,94
Norwegian Cruise Lines,Norwegian Sun,11/5/2006,89
Royal Caribbean International,Radiance Of The Seas,11/11/2006,96
Seabourn Cruise Line,Seabourn Legend,11/22/2006,94
Sea Dream Yacht Club,Seadream II,11/26/2006,97
Royal Caribbean International,Serenade Of The Seas,11/19/2006,97
Regent Seven Seas,Seven Seas Navigator,11/20/2006,96
Princess Cruises,Star Princess,11/18/2006,92
P&O Cruises,Arcadia,12/8/2006,94
Royal Caribbean International,Brilliance Of The Seas,12/1/2006,98
"Carnival Cruise Lines, Inc.",Carnival Liberty,12/12/2006,96
Princess Cruises,Coral Princess,12/12/2006,96
Costa Crociere S.P.A.,Costa Mediterranea,12/30/2006,99
"Crystal Cruises , Inc.",Crystal Serenity,12/15/2006,100
Princess Cruises,Dawn Princess,12/12/2006,99
Hapag Lloyd Kreuzfahrten Gmbh,Europa,12/22/2006,97
Princess Cruises,Golden Princess,12/23/2006,99
Princess Cruises,Grand Princess,12/16/2006,95
Royal Caribbean International,Grandeur Of The Seas,12/30/2006,96
Princess Cruises,Island Princess,12/20/2006,100
Norwegian Cruise Lines,Norwegian Dawn,12/13/2006,96
Norwegian Cruise Lines,Norwegian Spirit,12/21/2006,94
Holland America Line,Prinsendam,12/9/2006,96
Cunard Line,Queen Mary 2,12/2/2006,99
Oceania Cruises,Regatta,12/21/2006,100
Regent Seven Seas,Seven Seas Mariner,12/19/2006,100
Princess Cruises,Sun Princess,12/7/2006,98
Holland America Line,Volendam,12/13/2006,93
Royal Caribbean International,Voyager Of The Seas,12/16/2006,98
Holland America Line,Westerdam,12/3/2006,97
"Carnival Cruise Lines, Inc.",Carnival Elation,1/6/2007,97
"Carnival Cruise Lines, Inc.",Carnival Spirit,1/26/2007,98
"Carnival Cruise Lines, Inc.",Carnival Valor,1/7/2007,98
Celebrity Cruises,Celebrity Constellation,1/26/2007,91
Celebrity Cruises,Celebrity Summit,1/20/2007,98
Disney Cruise Lines,Disney Wonder,1/7/2007,100
Royal Caribbean International,Jewel Of The Seas,1/13/2007,93
V. Ships Leisure U.S.A.,MV Explorer,1/8/2007,99
Norwegian Cruise Lines,Norwegian Pearl,1/19/2007,98
P&O Cruises,Oriana,1/27/2007,94
Royal Caribbean International,Rhapsody Of The Seas,1/14/2007,99
Holland America Line,Ryndam,1/30/2007,96
Princess Cruises,Sea Princess,1/6/2007,97
Regent Seven Seas,Seven Seas Voyager,1/9/2007,95
Silversea Cruises Ltd,Silver Shadow,1/14/2007,93
Holland America Line,Veendam,1/18/2007,97
Royal Caribbean International,Vision Of The Seas,1/28/2007,96
Holland America Line,Zaandam,1/27/2007,97
Holland America Line,Zuiderdam,1/17/2007,97
"Carnival Cruise Lines, Inc.",Carnival Ecstasy,2/15/2007,97
"Carnival Cruise Lines, Inc.",Carnival Freedom,2/13/2007,100
"Carnival Cruise Lines, Inc.",Carnival Miracle,2/11/2007,99
"Carnival Cruise Lines, Inc.",Carnival Paradise,2/2/2007,97
"Carnival Cruise Lines, Inc.",Carnival Sensation,2/8/2007,98
Celebrity Cruises,Celebrity Millennium,2/25/2007,100
Princess Cruises,Crown Princess,2/4/2007,89
Princess Cruises,Diamond Princess,2/3/2007,95
Royal Caribbean International,Freedom Of The Seas,2/25/2007,97
Royal Caribbean International,Majesty Of The Seas,2/26/2007,97
"Carnival Cruise Lines, Inc.",Carnival Legend,3/8/2007,98
"Carnival Cruise Lines, Inc.",Carnival Sunshine,3/11/2007,97
Celebrity Cruises,Celebrity Century,3/20/2007,97
Club Med Marine,Club Med 2,3/20/2007,86
Costa Crociere S.P.A.,Costa Mediterranea,3/19/2007,97
"Crystal Cruises , Inc.",Crystal Symphony,3/4/2007,98
Princess Cruises,Grand Princess,3/3/2007,95
MSC Cruises (Mediterranean Shipping Company),MSC Lirica,3/8/2007,98
Holland America Line,Prinsendam,3/12/2007,97
Oceania Cruises,Regatta,3/11/2007,96
Seabourn Cruise Line,Seabourn Legend,3/18/2007,94
Sea Dream Yacht Club,Seadream I,3/18/2007,87
Regent Seven Seas,Seven Seas Navigator,3/1/2007,94
Silversea Cruises Ltd,Silver Wind,3/10/2007,94
Rederij Clipper Stad Amsterdam,Stad Amsterdam,3/29/2007,56
Princess Cruises,Star Princess,3/10/2007,100
P&O Cruises,Aurora,4/2/2007,99
Royal Caribbean International,Brilliance Of The Seas,4/6/2007,97
"Carnival Cruise Lines, Inc.",Carnival Conquest,4/22/2007,96
"Carnival Cruise Lines, Inc.",Carnival Inspiration,4/14/2007,97
"Carnival Cruise Lines, Inc.",Carnival Pride,4/1/2007,100
"Carnival Cruise Lines, Inc.",Carnival Triumph,4/7/2007,96
Royal Caribbean International,Enchantment Of The Seas,4/9/2007,95
Royal Caribbean International,Explorer Of The Seas,4/15/2007,98
Royal Caribbean International,Legend Of The Seas,4/14/2007,98
Holland America Line,Noordam,4/25/2007,100
Norwegian Cruise Lines,Norwegian Jewel,4/8/2007,99
Norwegian Cruise Lines,Norwegian Sun,4/15/2007,99
Royal Caribbean International,Radiance Of The Seas,4/14/2007,96
"Saga Shipping Company, Ltd",SagaRuby,4/10/2007,96
Holland America Line,Amsterdam,5/20/2007,95
Princess Cruises,Caribbean Princess,5/20/2007,100
"Carnival Cruise Lines, Inc.",Carnival Fantasy,5/14/2007,94
"Carnival Cruise Lines, Inc.",Carnival Fascination,5/11/2007,98
"Carnival Cruise Lines, Inc.",Carnival Glory,5/19/2007,99
"Carnival Cruise Lines, Inc.",Carnival Imagination,5/31/2007,98
"Carnival Cruise Lines, Inc.",Carnival Valor,5/20/2007,99
Princess Cruises,Coral Princess,5/24/2007,100
Princess Cruises,Golden Princess,5/19/2007,100
Royal Caribbean International,Grandeur Of The Seas,5/13/2007,97
Holland America Line,Maasdam,5/26/2007,96
Holland America Line,Oosterdam,5/5/2007,95
Princess Cruises,Sapphire Princess,5/22/2007,100
Lindblad Expeditions,Sea Bird,5/11/2007,91
Lindblad Expeditions,Sea Lion,5/23/2007,87
Royal Caribbean International,Serenade Of The Seas,5/23/2007,94
Silversea Cruises Ltd,Silver Shadow,5/24/2007,96
Royal Caribbean International,Vision Of The Seas,5/18/2007,97
Royal Caribbean International,Adventure Of The Seas,6/24/2007,100
"NYK Cruises Co., LTD",Asuka II,6/3/2007,88
Celebrity Cruises,Celebrity Infinity,6/29/2007,96
Princess Cruises,Dawn Princess,6/14/2007,99
Royal Caribbean International,Liberty of the Seas,6/30/2007,100
Princess Cruises,Pacific Princess,6/16/2007,100
Royal Caribbean International,Rhapsody Of The Seas,6/10/2007,98
Un-Cruise Adventures,Safari Quest,6/23/2007,88
Holland America Line,Statendam,6/20/2007,95
Holland America Line,Volendam,6/18/2007,97
Azamara Cruises,Azamara Journey,7/9/2007,98
"Carnival Cruise Lines, Inc.",Carnival Elation,7/14/2007,98
"Carnival Cruise Lines, Inc.",Carnival Sensation,7/26/2007,94
"Carnival Cruise Lines, Inc.",Carnival Spirit,7/18/2007,97
"Carnival Cruise Lines, Inc.",Carnival Victory,7/5/2007,95
Celebrity Cruises,Celebrity Summit,7/9/2007,100
Princess Cruises,Diamond Princess,7/14/2007,98
Royal Caribbean International,Freedom Of The Seas,7/29/2007,95
Princess Cruises,Island Princess,7/12/2007,99
Royal Caribbean International,Monarch Of The Seas,7/13/2007,97
Norwegian Cruise Lines,Norwegian Pearl,7/15/2007,100
Norwegian Cruise Lines,Norwegian Spirit,7/7/2007,96
Cunard Line,Queen Mary 2,7/6/2007,97
Holland America Line,Ryndam,7/15/2007,95
Regent Seven Seas,Seven Seas Mariner,7/15/2007,100
Holland America Line,Zaandam,7/14/2007,97
Holland America Line,Zuiderdam,7/9/2007,98
"Carnival Cruise Lines, Inc.",Carnival Ecstasy,8/25/2007,97
"Carnival Cruise Lines, Inc.",Carnival Liberty,8/4/2007,98
"Carnival Cruise Lines, Inc.",Carnival Miracle,8/7/2007,99
Princess Cruises,Crown Princess,8/10/2007,98
Disney Cruise Lines,Disney Wonder,8/30/2007,97
Blount Small Ship Adventures,Grande Caribe,8/7/2007,90
Blount Small Ship Adventures,Grande Mariner,8/2/2007,86
Royal Caribbean International,Majesty Of The Seas,8/24/2007,98
V. Ships Leisure U.S.A.,MV Explorer,8/21/2007,99
Norwegian Cruise Lines,Norwegian Dawn,8/11/2007,100
Norwegian Cruise Lines,Norwegian Star,8/18/2007,97
Lindblad Expeditions,Sea Lion,8/19/2007,97
Princess Cruises,Sun Princess,8/19/2007,98
"Carnival Cruise Lines, Inc.",Carnival Paradise,9/10/2007,98
"Carnival Cruise Lines, Inc.",Carnival Pride,9/16/2007,98
Celebrity Cruises,Celebrity Infinity,9/6/2007,96
"Crystal Cruises , Inc.",Crystal Symphony,9/14/2007,98
Disney Cruise Lines,Disney Magic,9/15/2007,99
Royal Caribbean International,Liberty of the Seas,9/29/2007,98
Royal Caribbean International,Mariner Of The Seas,9/16/2007,98
Princess Cruises,Pacific Princess,9/21/2007,98
Princess Cruises,Sapphire Princess,9/1/2007,97
Lindblad Expeditions,Sea Bird,9/12/2007,96
Holland America Line,Statendam,9/5/2007,95
Phoenix Reissen Cruise Line,Artania,10/6/2007,95
Princess Cruises,Caribbean Princess,10/11/2007,99
"Carnival Cruise Lines, Inc.",Carnival Conquest,10/28/2007,99
"Carnival Cruise Lines, Inc.",Carnival Fantasy,10/29/2007,97
"Carnival Cruise Lines, Inc.",Carnival Sunshine,10/22/2007,98
"Carnival Cruise Lines, Inc.",Carnival Triumph,10/23/2007,96
"Carnival Cruise Lines, Inc.",Carnival Valor,10/10/2007,98
Celebrity Cruises,Celebrity Summit,10/5/2007,97
Royal Caribbean International,Enchantment Of The Seas,10/22/2007,98
Princess Cruises,Grand Princess,10/8/2007,94
Royal Caribbean International,Grandeur Of The Seas,10/9/2007,95
Holland America Line,Maasdam,10/30/2007,95
Holland America Line,Noordam,10/24/2007,100
Norwegian Cruise Lines,Norwegian Sun,10/27/2007,99
Holland America Line,Oosterdam,10/20/2007,91
Royal Caribbean International,Radiance Of The Seas,10/21/2007,95
"Saga Shipping Company, Ltd",SagaRuby,10/7/2007,95
Seabourn Cruise Line,Seabourn Pride,10/19/2007,98
Silversea Cruises Ltd,Silver Wind,10/17/2007,99
Holland America Line,Westerdam,10/21/2007,98
P&O Cruises,Arcadia,11/29/2007,97
Azamara Cruises,Azamara Journey,11/11/2007,98
Azamara Cruises,Azamara Quest,11/12/2007,97
"Carnival Cruise Lines, Inc.",Carnival Fascination,11/9/2007,97
"Carnival Cruise Lines, Inc.",Carnival Imagination,11/19/2007,96
"Carnival Cruise Lines, Inc.",Carnival Inspiration,11/19/2007,95
Club Med Marine,Club Med 2,11/17/2007,94
Costa Crociere S.P.A.,Costa Fortuna,11/17/2007,99
Princess Cruises,Emerald Princess,11/26/2007,100
Royal Caribbean International,Explorer Of The Seas,11/19/2007,97
Royal Caribbean International,Jewel Of The Seas,11/20/2007,99
Royal Caribbean International,Navigator Of The Seas,11/29/2007,99
Oceania Cruises,Regatta,11/25/2007,99
Seabourn Cruise Line,Seabourn Legend,11/21/2007,98
Sea Dream Yacht Club,Seadream II,11/14/2007,96
Regent Seven Seas,Seven Seas Voyager,11/23/2007,92
Silversea Cruises Ltd,Silver Shadow,11/6/2007,97
Royal Caribbean International,Vision Of The Seas,11/25/2007,99
Holland America Line,Zuiderdam,11/21/2007,93
Royal Caribbean International,Adventure Of The Seas,12/9/2007,99
Holland America Line,Amsterdam,12/11/2007,97
Royal Caribbean International,Brilliance Of The Seas,12/17/2007,98
"Carnival Cruise Lines, Inc.",Carnival Elation,12/1/2007,98
"Carnival Cruise Lines, Inc.",Carnival Legend,12/16/2007,97
"Carnival Cruise Lines, Inc.",Carnival Liberty,12/10/2007,97
Princess Cruises,Coral Princess,12/23/2007,99
Costa Crociere S.P.A.,Costa Mediterranea,12/25/2007,97
"Crystal Cruises , Inc.",Crystal Serenity,12/21/2007,96
Princess Cruises,Diamond Princess,12/3/2007,100
Disney Cruise Lines,Disney Wonder,12/9/2007,95
MSC Cruises (Mediterranean Shipping Company),MSC Lirica,12/24/2007,100
Norwegian Cruise Lines,Norwegian Jewel,12/2/2007,99
Holland America Line,Ryndam,12/13/2007,97
Sea Dream Yacht Club,Seadream I,12/9/2007,100
Royal Caribbean International,Serenade Of The Seas,12/8/2007,98
Princess Cruises,Star Princess,12/20/2007,99
P&O Cruises,Aurora,1/31/2008,100
"Carnival Cruise Lines, Inc.",Carnival Freedom,1/5/2008,98
"Carnival Cruise Lines, Inc.",Carnival Glory,1/22/2008,100
"Carnival Cruise Lines, Inc.",Carnival Miracle,1/18/2008,99
Celebrity Cruises,Celebrity Century,1/3/2008,99
Princess Cruises,Crown Princess,1/19/2008,98
Princess Cruises,Dawn Princess,1/27/2008,99
Royal Caribbean International,Freedom Of The Seas,1/6/2008,95
Princess Cruises,Golden Princess,1/26/2008,97
Royal Caribbean International,Majesty Of The Seas,1/7/2008,96
Royal Caribbean International,Monarch Of The Seas,1/28/2008,95
V. Ships Leisure U.S.A.,MV Explorer,1/27/2008,100
Norwegian Cruise Lines,Norwegian Gem,1/19/2008,100
Norwegian Cruise Lines,Norwegian Pearl,1/11/2008,100
Princess Cruises,Pacific Princess,1/10/2008,98
Holland America Line,Prinsendam,1/3/2008,95
Cunard Line,Queen Mary 2,1/20/2008,100
Cunard Line,Queen Victoria,1/30/2008,99
Princess Cruises,Sea Princess,1/23/2008,98
Regent Seven Seas,Seven Seas Navigator,1/7/2008,97
Royal Caribbean International,Voyager Of The Seas,1/13/2008,94
P&O Cruises,Arcadia,2/1/2008,95
"Carnival Cruise Lines, Inc.",Carnival Sensation,2/24/2008,96
"Carnival Cruise Lines, Inc.",Carnival Spirit,2/2/2008,98
Celebrity Cruises,Celebrity Constellation,2/11/2008,98
Celebrity Cruises,Celebrity Millennium,2/24/2008,99
Celebrity Cruises,Celebrity Summit,2/9/2008,98
"Crystal Cruises , Inc.",Crystal Symphony,2/8/2008,99
Disney Cruise Lines,Disney Magic,2/6/2008,99
Hapag Lloyd Kreuzfahrten Gmbh,Europa,2/1/2008,97
Princess Cruises,Island Princess,2/6/2008,96
Norwegian Cruise Lines,Norwegian Spirit,2/3/2008,96
Norwegian Cruise Lines,Norwegian Star,2/4/2008,94
Oceania Cruises,Regatta,2/25/2008,100
Holland America Line,Volendam,2/11/2008,94
Holland America Line,Zaandam,2/3/2008,98
"Carnival Cruise Lines, Inc.",Carnival Ecstasy,3/13/2008,98
"Carnival Cruise Lines, Inc.",Carnival Paradise,3/3/2008,97
"Carnival Cruise Lines, Inc.",Carnival Pride,3/2/2008,96
"Carnival Cruise Lines, Inc.",Carnival Victory,3/23/2008,97
Princess Cruises,Grand Princess,3/22/2008,91
Royal Caribbean International,Jewel Of The Seas,3/10/2008,97
Royal Caribbean International,Liberty of the Seas,3/22/2008,99
Royal Caribbean International,Mariner Of The Seas,3/23/2008,94
MSC Cruises (Mediterranean Shipping Company),MSC Lirica,3/12/2008,100
Norwegian Cruise Lines,Norwegian Dawn,3/10/2008,100
Norwegian Cruise Lines,Norwegian Sun,3/22/2008,100
Seabourn Cruise Line,Seabourn Legend,3/9/2008,98
Seabourn Cruise Line,Seabourn Pride,3/17/2008,96
Sea Dream Yacht Club,Seadream II,3/30/2008,96
Regent Seven Seas,Seven Seas Mariner,3/14/2008,94
Silversea Cruises Ltd,Silver Wind,3/8/2008,99
Holland America Line,Westerdam,3/23/2008,92
Holland America Line,Zuiderdam,3/11/2008,96
Phoenix Reissen Cruise Line,Amadea,4/4/2008,84
Azamara Cruises,Azamara Journey,4/9/2008,92
Azamara Cruises,Azamara Quest,4/12/2008,94
Fred Olsen Cruise Line,Balmoral,4/3/2008,91
Royal Caribbean International,Brilliance Of The Seas,4/4/2008,92
"Carnival Cruise Lines, Inc.",Carnival Freedom,4/8/2008,90
"Carnival Cruise Lines, Inc.",Carnival Imagination,4/21/2008,98
"Carnival Cruise Lines, Inc.",Carnival Valor,4/9/2008,99
Celebrity Cruises,Celebrity Century,4/24/2008,98
Celebrity Cruises,Celebrity Infinity,4/28/2008,100
Costa Crociere S.P.A.,Costa Fortuna,4/6/2008,95
Costa Crociere S.P.A.,Costa Mediterranea,4/5/2008,99
Princess Cruises,Crown Princess,4/26/2008,94
Princess Cruises,Emerald Princess,4/11/2008,100
Royal Caribbean International,Enchantment Of The Seas,4/28/2008,99
Royal Caribbean International,Explorer Of The Seas,4/25/2008,95
